Pixel_Count:,512
Pixel,Threshold
0,4000
1,4000
2,4000
3,4000
4,4000
5,4000
6,4000
7,4000
8,4000
9,4000
10,4000
11,4000
12,4000
13,4000
14,4000
15,4000
16,4000
17,4000
18,4000
19,4000
20,4000
21,4000
22,4000
23,4000
24,4000
25,4000
26,4000
27,4000
28,4000
29,4000
30,4000
31,4000
32,4000
33,4000
34,4000
35,4000
36,4000
37,4000
38,4000
39,4000
40,4000
41,4000
42,4000
43,4000
44,4000
45,4000
46,4000
47,4000
48,4000
49,4000
50,4000
51,4000
52,4000
53,4000
54,4000
55,4000
56,4000
57,4000
58,4000
59,4000
60,4000
61,4000
62,4000
63,4000
64,4000
65,4000
66,4000
67,4000
68,4000
69,4000
70,4000
71,4000
72,4000
73,4000
74,4000
75,4000
76,4000
77,4000
78,4000
79,4000
80,4000
81,4000
82,4000
83,4000
84,4000
85,4000
86,4000
87,4000
88,4000
89,4000
90,4000
91,4000
92,4000
93,4000
94,4000
95,4000
96,4000
97,4000
98,4000
99,4000
100,4000
101,4000
102,4000
103,4000
104,4000
105,4000
106,4000
107,4000
108,4000
109,4000
110,4000
111,4000
112,4000
113,4000
114,4000
115,4000
116,4000
117,4000
118,4000
119,4000
120,4000
121,4000
122,4000
123,4000
124,4000
125,4000
126,4000
127,4000
128,4000
129,4000
130,4000
131,4000
132,4000
133,4000
134,4000
135,4000
136,4000
137,4000
138,4000
139,4000
140,4000
141,4000
142,4000
143,4000
144,4000
145,4000
146,4000
147,4000
148,4000
149,4000
150,4000
151,4000
152,4000
153,4000
154,4000
155,4000
156,4000
157,4000
158,4000
159,4000
160,4000
161,4000
162,4000
163,4000
164,4000
165,4000
166,4000
167,4000
168,4000
169,4000
170,4000
171,4000
172,4000
173,4000
174,4000
175,4000
176,4000
177,4000
178,4000
179,4000
180,4000
181,4000
182,4000
183,4000
184,4000
185,4000
186,4000
187,4000
188,4000
189,4000
190,4000
191,4000
192,4000
193,4000
194,4000
195,4000
196,4000
197,4000
198,4000
199,4000
200,12000
201,12000
202,12000
203,12000
204,12000
205,12000
206,12000
207,12000
208,12000
209,12000
210,12000
211,12000
212,12000
213,12000
214,12000
215,12000
216,12000
217,12000
218,12000
219,12000
220,12000
221,12000
222,12000
223,12000
224,12000
225,12000
226,12000
227,12000
228,12000
229,12000
230,12000
231,12000
232,12000
233,12000
234,12000
235,12000
236,12000
237,12000
238,12000
239,12000
240,12000
241,6000
242,6000
243,6000
244,6000
245,6000
246,6000
247,6000
248,6000
249,6000
250,6000
251,6000
252,6000
253,6000
254,6000
255,6000
256,6000
257,6000
258,6000
259,6000
260,6000
261,6000
262,6000
263,6000
264,6000
265,6000
266,6000
267,6000
268,6000
269,6000
270,6000
271,6000
272,6000
273,6000
274,6000
275,6000
276,6000
277,6000
278,6000
279,6000
280,6000
281,6000
282,6000
283,6000
284,6000
285,6000
286,6000
287,6000
288,6000
289,6000
290,6000
291,6000
292,6000
293,6000
294,6000
295,6000
296,6000
297,6000
298,6000
299,6000
300,6000
301,6000
302,6000
303,6000
304,6000
305,6000
306,6000
307,6000
308,6000
309,6000
310,6000
311,6000
312,6000
313,6000
314,6000
315,6000
316,6000
317,6000
318,6000
319,6000
320,6000
321,6000
322,6000
323,6000
324,6000
325,6000
326,6000
327,6000
328,6000
329,6000
330,6000
331,6000
332,6000
333,6000
334,6000
335,6000
336,6000
337,6000
338,6000
339,6000
340,6000
341,6000
342,6000
343,6000
344,6000
345,6000
346,6000
347,6000
348,6000
349,6000
350,6000
351,6000
352,6000
353,6000
354,6000
355,6000
356,6000
357,6000
358,6000
359,6000
360,6000
361,6000
362,6000
363,6000
364,6000
365,6000
366,6000
367,6000
368,6000
369,6000
370,6000
371,6000
372,6000
373,6000
374,6000
375,6000
376,6000
377,6000
378,6000
379,6000
380,6000
381,6000
382,6000
383,6000
384,6000
385,6000
386,6000
387,6000
388,6000
389,6000
390,6000
391,6000
392,6000
393,6000
394,6000
395,6000
396,6000
397,6000
398,6000
399,6000
400,6000
401,6000
402,6000
403,6000
404,6000
405,6000
406,6000
407,6000
408,6000
409,6000
410,6000
411,6000
412,6000
413,6000
414,6000
415,6000
416,6000
417,6000
418,6000
419,6000
420,6000
421,6000
422,6000
423,6000
424,6000
425,6000
426,6000
427,6000
428,6000
429,6000
430,6000
431,6000
432,6000
433,6000
434,6000
435,6000
436,6000
437,6000
438,6000
439,6000
440,6000
441,6000
442,6000
443,6000
444,6000
445,6000
446,6000
447,6000
448,6000
449,6000
450,6000
451,6000
452,6000
453,6000
454,6000
455,6000
456,6000
457,6000
458,6000
459,6000
460,6000
461,6000
462,6000
463,6000
464,6000
465,6000
466,6000
467,6000
468,6000
469,6000
470,6000
471,6000
472,6000
473,6000
474,6000
475,6000
476,6000
477,6000
478,6000
479,6000
480,6000
481,6000
482,6000
483,6000
484,6000
485,6000
486,6000
487,6000
488,6000
489,6000
490,6000
491,6000
492,6000
493,6000
494,6000
495,6000
496,6000
497,6000
498,6000
499,6000
500,6000
501,6000
502,6000
503,6000
504,6000
505,6000
506,6000
507,6000
508,6000
509,6000
510,6000
511,6000
